Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,93365
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,67510
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,97460
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,83871
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,91399
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,49210
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,78340
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,134600
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,141743
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,135708
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,136160
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,121129
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,124459
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Civil Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,116300
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,31281
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCS,61807
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,42824
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,40215
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,31309
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,31867
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,42161
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENS,32756
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCS,61186
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",VJ,Female-Only,No,No,Maharashtra,LVJS,48475
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LNT2S,33157
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCS,41910
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,44362
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",,Gender-Neutral,No,No,Maharashtra,TFWS,15589
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",EWS,Gender-Neutral,No,No,Maharashtra,EWS,27137
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,128217
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering",NT,Gender-Neutral,Yes,No,Maharashtra,DEFRNT2S,103459
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,39179
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",SC,Gender-Neutral,No,No,Maharashtra,GSCS,77763
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,99883
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,74948
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,39898
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,47540
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,No,No,Maharashtra,LOPENS,38122
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",SC,Female-Only,No,No,Maharashtra,LSCS,77340
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",OBC,Female-Only,No,No,Maharashtra,LOBCS,40285
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,70934
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",,Gender-Neutral,No,No,Maharashtra,TFWS,21928
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Artificial Intelligence (AI)
and Data Science",EWS,Gender-Neutral,No,No,Maharashtra,EWS,35460
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,86399
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,135233
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,110090
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,112138
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,88937
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,130815
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,79909
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,96935
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,VJ,Female-Only,No,No,Maharashtra,LVJS,96862
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,84612
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,114462
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,142313
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,43105
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Electrical Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,63023
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,141896
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,Open,Female-Only,No,No,Maharashtra,LOPENS,138403
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,EWS,Gender-Neutral,No,No,Maharashtra,EWS,125471
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,108429
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,132137
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,135277
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,138594
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,118828
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,87286
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,44660
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",SC,Gender-Neutral,No,No,Maharashtra,GSCS,88918
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",ST,Gender-Neutral,No,No,Maharashtra,GSTS,103178
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,50966
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,85611
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,58767
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",Open,Female-Only,No,No,Maharashtra,LOPENS,44052
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",SC,Female-Only,No,No,Maharashtra,LSCS,119937
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",NT,Female-Only,No,No,Maharashtra,LNT1S,117080
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",OBC,Female-Only,No,No,Maharashtra,LOBCS,69419
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,74967
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",,Gender-Neutral,No,No,Maharashtra,TFWS,26328
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli","Computer Science and
Engineering (Internet of",EWS,Gender-Neutral,No,No,Maharashtra,EWS,40009
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,86704
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,135374
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,121859
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,142515
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,92246
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,125170
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,97950
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,112032
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,NT,Female-Only,No,No,Maharashtra,LNT3S,133346
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,134019
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,53462
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Civil Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,90768
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,19071
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,36016
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTS,127709
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,32748
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,24088
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,22617
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,25381
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &
Technology, Baramati Dist.Pune",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,22050
